,quarter_id,lat,lon,coordinates,area,population,great_parks_count,great_parks_area,great_parks_ndvi,good_parks_count,good_parks_area,good_parks_ndvi,ok_parks_count,ok_parks_area,ok_parks_ndvi,general_ndvi,general_area
635,way/250076700,56.74866596666666,60.62153072499999,"[(56.7480863, 60.621248), (56.7479605, 60.621366), (56.7482054, 60.622201), (56.7484364, 60.6219057), (56.7487645, 60.6216322), (56.7492922, 60.6217662), (56.7493393, 60.6217603), (56.749448, 60.6216203), (56.7494791, 60.6213438), (56.7485314, 60.6211281), (56.7483622, 60.6211491), (56.7480863, 60.621248)]",5736.29,0,0,0.0,0.0,0,0.0,0.0,1,36904.99,0.668,0.668,36904.99
636,way/250076701,56.75119463333333,60.62440634166666,"[(56.7505503, 60.623587), (56.7507226, 60.6238839), (56.7509445, 60.6241137), (56.750921, 60.6242259), (56.7511359, 60.6244421), (56.7510768, 60.6246687), (56.7517828, 60.6253425), (56.7518665, 60.6251773), (56.7520518, 60.6253637), (56.7521286, 60.6250806), (56.7506045, 60.6234037), (56.7505503, 60.623587)]",5396.19,0,0,0.0,0.0,1,36904.99,0.668,0,0.0,0.0,0.668,36904.99
637,way/250076702,56.7525156375,60.6234296375,"[(56.7528361, 60.624368), (56.7529657, 60.6239509), (56.7529962, 60.6238526), (56.7530791, 60.6239104), (56.7532824, 60.6232863), (56.7512416, 60.6212745), (56.7508879, 60.6224264), (56.7528361, 60.624368)]",20583.04,0,1,36904.99,0.668,0,0.0,0.0,0,0.0,0.0,0.668,36904.99
638,way/250076703,56.74888580454546,60.61980126818182,"[(56.7495694, 60.621212), (56.7499771, 60.6200216), (56.7498299, 60.6198697), (56.7498688, 60.6197793), (56.7495209, 60.6194298), (56.7491767, 60.6191092), (56.7484973, 60.6184079), (56.7482987, 60.618947), (56.7483671, 60.6190864), (56.7485239, 60.6192935), (56.7485681, 60.6194855), (56.7485469, 60.6195193), (56.7487736, 60.620132), (56.7488767, 60.6198616), (56.7489738, 60.6199863), (56.7488113, 60.6203959), (56.7487407, 60.6203297), (56.7484149, 60.6194083), (56.7482553, 60.6192212), (56.7480331, 60.6199352), (56.7482941, 60.6209845), (56.7495694, 60.621212)]",21797.81,0,0,0.0,0.0,0,0.0,0.0,1,36904.99,0.668,0.668,36904.99
639,way/250076704,56.75033585,60.62243585,"[(56.7502333, 60.6219727), (56.7501323, 60.6222934), (56.7500772, 60.6226525), (56.7505668, 60.6231943), (56.7507722, 60.6225295), (56.7502333, 60.6219727)]",3095.05,0,0,0.0,0.0,1,36904.99,0.668,0,0.0,0.0,0.668,36904.99
640,way/250076705,56.7501715125,60.6231393625,"[(56.7505184, 60.6233077), (56.7500616, 60.6227863), (56.7499408, 60.6228429), (56.74989, 60.6229087), (56.7498917, 60.6230649), (56.7501067, 60.6233553), (56.7504445, 60.6235414), (56.7505184, 60.6233077)]",1602.41,0,0,0.0,0.0,1,36904.99,0.668,0,0.0,0.0,0.668,36904.99
641,way/250076706,56.7519314125,60.6241613125,"[(56.7508313, 60.6225776), (56.7506269, 60.6232608), (56.7521169, 60.6249096), (56.752595, 60.6253825), (56.7527322, 60.6249367), (56.7528024, 60.624985), (56.7529153, 60.6246607), (56.7508313, 60.6225776)]",13685.62,0,1,36904.99,0.668,0,0.0,0.0,0,0.0,0.0,0.668,36904.99
642,way/250076707,56.750437,60.6212596875,"[(56.7496982, 60.6212407), (56.7501146, 60.6216738), (56.7508211, 60.6223714), (56.7511577, 60.6213272), (56.7509676, 60.6211159), (56.7509829, 60.6210132), (56.7500557, 60.6200946), (56.7496982, 60.6212407)]",11513.55,0,0,0.0,0.0,1,36904.99,0.668,0,0.0,0.0,0.668,36904.99
643,way/251152252,56.794455516666666,60.4674917,"[(56.7939709, 60.4672779), (56.7949033, 60.4688288), (56.7951518, 60.4685311), (56.794715, 60.4669003), (56.7940212, 60.4661342), (56.7939709, 60.4672779)]",9776.24,0,0,0.0,0.0,1,12581.99,0.504,0,0.0,0.0,0.504,12581.99
644,way/259013654,56.79078642,60.53729616,"[(56.7899668, 60.5371177), (56.7911041, 60.5392297), (56.7920282, 60.5375545), (56.7908662, 60.5354612), (56.7899668, 60.5371177)]",26079.32,0,0,0.0,0.0,0,0.0,0.0,1,72.04,0.4066,0.4066,72.04
645,way/259015694,56.78847188571429,60.5326682,"[(56.7885593, 60.534621), (56.7895124, 60.5328562), (56.7887963, 60.5314531), (56.7884589, 60.5308409), (56.7879512, 60.5317163), (56.7874658, 60.5325689), (56.7885593, 60.534621)]",26373.63,1125,0,0.0,0.0,0,0.0,0.0,2,92.85,0.3796,0.3796,92.85
646,way/264713383,56.795318571428574,60.49106042857143,"[(56.7949149, 60.4902539), (56.7945077, 60.4910296), (56.7954654, 60.4928329), (56.7962484, 60.4913847), (56.7957641, 60.4905108), (56.7954146, 60.4911572), (56.7949149, 60.4902539)]",14536.92,125,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
647,way/274094176,56.7989448882353,60.62612930882353,"[(56.7985762, 60.6273753), (56.7988195, 60.6285591), (56.7992495, 60.6306251), (56.7996782, 60.6303129), (56.7998071, 60.6302192), (56.8002848, 60.6298719), (56.8002058, 60.6292963), (56.8002067, 60.629197), (56.800209, 60.6289342), (56.8002776, 60.6287073), (56.799259, 60.6287583), (56.7992825, 60.6278785), (56.7992129, 60.6277755), (56.7991459, 60.6276966), (56.7990318, 60.627766), (56.7988723, 60.6278674), (56.7985403, 60.626421), (56.798839, 60.6251683), (56.798459, 60.6251005), (56.798576, 60.6230832), (56.7986456, 60.6230957), (56.7986395, 60.6226524), (56.7987004, 60.6223024), (56.7984486, 60.621368), (56.7983997, 60.6206115), (56.798335, 60.6206082), (56.7981632, 60.6208316), (56.7980896, 60.6209296), (56.798166, 60.6235366), (56.7981717, 60.6248986), (56.7983403, 60.6259328), (56.7983561, 60.626344), (56.7985612, 60.6272962), (56.7985762, 60.6273753)]",33125.56,3025,0,0.0,0.0,1,64095.24,0.5519,26,24142.48,0.5639,0.5552,88237.72
648,way/274720874,56.787627410000006,60.51469032,"[(56.786824, 60.5142164), (56.7868419, 60.5142507), (56.7871873, 60.5148484), (56.7876314, 60.514018), (56.7882725, 60.5151739), (56.7878123, 60.5160204), (56.7881155, 60.5166141), (56.789027, 60.5149834), (56.7877382, 60.5125615), (56.786824, 60.5142164)]",21965.65,100,0,0.0,0.0,1,72.04,0.4066,6,436943.55,0.4419,0.4419,437015.59
649,way/282195064,56.802654735714285,60.61504293571429,"[(56.8029054, 60.6153842), (56.802855, 60.6149462), (56.8027639, 60.6140611), (56.8024526, 60.6141737), (56.8023802, 60.6143239), (56.8024291, 60.6147638), (56.8024732, 60.6152735), (56.802532, 60.6152507), (56.802557, 60.6154105), (56.8026292, 60.615375), (56.8026986, 60.6153927), (56.8027125, 60.6154587), (56.8028722, 60.6154029), (56.8029054, 60.6153842)]",3476.43,350,1,2133.82,0.6985,4,9380.43,0.4119,13,87707.8,0.5618,0.5505,99222.04
650,way/283590908,56.86068592,60.58477354,"[(56.8606111, 60.585709), (56.8610319, 60.5855429), (56.8608167, 60.5833664), (56.8603588, 60.5835404), (56.8606111, 60.585709)]",6753.7,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
651,way/285981955,56.90366515,60.57774021666666,"[(56.9037056, 60.5783276), (56.904132, 60.5772488), (56.9037166, 60.5767263), (56.9033027, 60.5778275), (56.9034284, 60.5779835), (56.9037056, 60.5783276)]",4483.43,250,0,0.0,0.0,5,3678.1,0.5716,54,46840.27,0.5878,0.5866,50518.37
652,way/286005028,56.90276083333333,60.57641067777778,"[(56.9034597, 60.5769585), (56.9035898, 60.5765897), (56.9023027, 60.5749383), (56.9020938, 60.5754709), (56.9020177, 60.5756605), (56.9018783, 60.5760349), (56.9028623, 60.5773356), (56.9031835, 60.5777492), (56.9034597, 60.5769585)]",14713.89,350,0,0.0,0.0,14,10035.17,0.5971,45,40544.1,0.5754,0.5797,50579.27
653,way/286438252,56.80667641666667,60.71603614166667,"[(56.8068927, 60.7142799), (56.8053207, 60.7160515), (56.8059515, 60.7180672), (56.8069625, 60.7168954), (56.806638, 60.7158953), (56.8063315, 60.716228), (56.8063054, 60.7161423), (56.80666, 60.7157455), (56.8070246, 60.7167081), (56.8075761, 60.7161165), (56.8075613, 60.7160241), (56.8068927, 60.7142799)]",28444.04,0,0,0.0,0.0,1,2639.68,0.7075,1,5130.29,0.6004,0.6368,7769.97
654,way/286438253,56.80497645,60.718304425,"[(56.8059515, 60.7180672), (56.8052106, 60.7161773), (56.8035229, 60.7179548), (56.8039216, 60.7190707), (56.8042853, 60.7199109), (56.8052171, 60.7188943), (56.8057511, 60.718293), (56.8059515, 60.7180672)]",31518.75,0,0,0.0,0.0,0,0.0,0.0,1,2639.68,0.7075,0.7075,2639.68
655,way/286438254,56.803291825,60.7195214875,"[(56.8039216, 60.7190707), (56.8035229, 60.7179548), (56.8028598, 60.7188231), (56.8023199, 60.7195138), (56.8026242, 60.7203217), (56.8029507, 60.7213917), (56.8042139, 60.7200254), (56.8039216, 60.7190707)]",23076.21,0,0,0.0,0.0,0,0.0,0.0,1,2639.68,0.7075,0.7075,2639.68
656,way/286438255,56.802049228,60.723346924,"[(56.8029216, 60.7216846), (56.8022484, 60.722154), (56.8015977, 60.7225824), (56.801572, 60.7227654), (56.8014927, 60.7228915), (56.8014722, 60.7229849), (56.8014927, 60.7230876), (56.8015489, 60.723139), (56.8016103, 60.7232184), (56.801641, 60.7233211), (56.8016589, 60.7235313), (56.8016359, 60.7238021), (56.8015873, 60.7239936), (56.8014697, 60.724129), (56.8015055, 60.7241991), (56.8016308, 60.7242458), (56.80182, 60.7242364), (56.8019274, 60.7242878), (56.8020691, 60.7243034), (56.8025764, 60.7243167), (56.8029605, 60.7239587), (56.803289, 60.7234303), (56.8034274, 60.7232413), (56.8031537, 60.7224841), (56.8029216, 60.7216846)]",23043.78,0,0,0.0,0.0,0,0.0,0.0,1,2639.68,0.7075,0.7075,2639.68
657,way/286438256,56.80373611666667,60.721999833333335,"[(56.8035345, 60.7230732), (56.8048316, 60.7217346), (56.8042406, 60.7201947), (56.8029918, 60.7215787), (56.8032837, 60.7223446), (56.8035345, 60.7230732)]",18318.1,0,0,0.0,0.0,0,0.0,0.0,1,2639.68,0.7075,0.7075,2639.68
658,way/286438257,56.8053778125,60.7193844625,"[(56.80437, 60.7200868), (56.8048316, 60.7217346), (56.8065303, 60.719706), (56.8060009, 60.718207), (56.8059515, 60.7180672), (56.8057511, 60.718293), (56.8052171, 60.7188943), (56.80437, 60.7200868)]",26092.84,0,0,0.0,0.0,0,0.0,0.0,1,2639.68,0.7075,0.7075,2639.68
659,way/287047685,56.86935476666667,60.65936693333333,"[(56.8685513, 60.6595513), (56.8689444, 60.6604626), (56.8692555, 60.6602252), (56.8696912, 60.6595466), (56.8698976, 60.6592029), (56.8699086, 60.658995), (56.8698503, 60.658756), (56.8695427, 60.6580115), (56.8685513, 60.6595513)]",11489.75,0,0,0.0,0.0,0,0.0,0.0,5,7779.22,0.6611,0.6611,7779.22
660,way/287047687,56.86882126666666,60.65786565,"[(56.8679794, 60.6583462), (56.8684635, 60.6593727), (56.8696423, 60.6574832), (56.8696225, 60.6572398), (56.8692405, 60.6564058), (56.8679794, 60.6583462)]",14735.5,0,0,0.0,0.0,1,2871.05,0.6488,4,4908.17,0.6683,0.6611,7779.22
661,way/287047688,56.86832086666666,60.65672421111112,"[(56.868561, 60.6562429), (56.8683649, 60.6565013), (56.8681206, 60.6560773), (56.8674106, 60.6571397), (56.8679083, 60.6582092), (56.8687034, 60.6569168), (56.868578, 60.6566895), (56.86868, 60.6564983), (56.868561, 60.6562429)]",9617.92,50,0,0.0,0.0,1,2871.05,0.6488,4,4908.17,0.6683,0.6611,7779.22
662,way/287047689,56.86672964444445,60.65892898888889,"[(56.8673303, 60.6572848), (56.8664928, 60.658624), (56.8663968, 60.6587935), (56.8660385, 60.6594454), (56.8661976, 60.6598362), (56.8664285, 60.6604438), (56.8665281, 60.6603095), (56.8678239, 60.6583389), (56.8673303, 60.6572848)]",16094.18,0,0,0.0,0.0,4,6821.07,0.6883,2,1047.15,0.4581,0.6577,7868.23
663,way/287047690,56.867474,60.66017308571429,"[(56.8683752, 60.659554), (56.8678746, 60.6584682), (56.8666876, 60.6603898), (56.8665425, 60.660683), (56.8669911, 60.661707), (56.8674718, 60.6608556), (56.8683752, 60.659554)]",16516.84,0,0,0.0,0.0,1,2871.05,0.6488,5,4997.18,0.6628,0.6577,7868.23
664,way/288036885,56.81034104,60.693696720000005,"[(56.8110801, 60.6921768), (56.8104061, 60.6923709), (56.8095706, 60.6937314), (56.8093473, 60.6945109), (56.8090992, 60.6948541), (56.8095834, 60.6959921), (56.8106056, 60.6942266), (56.8110189, 60.6937458), (56.8116191, 60.6931818), (56.8110801, 60.6921768)]",26983.89,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
665,way/288036889,56.80878575384615,60.69599607692308,"[(56.8095343, 60.6960694), (56.8090113, 60.69481), (56.8088357, 60.695017), (56.8086199, 60.6949201), (56.8084319, 60.6954866), (56.8083353, 60.6960158), (56.8083127, 60.6964488), (56.8083048, 60.6967257), (56.8084437, 60.6967649), (56.808707, 60.6968431), (56.8089497, 60.6965349), (56.8091942, 60.6962433), (56.8095343, 60.6960694)]",10210.38,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
666,way/288533491,56.88847126875,60.6049246375,"[(56.8885638, 60.6050174), (56.8889162, 60.6040876), (56.8889997, 60.6041935), (56.8891177, 60.6038904), (56.8891133, 60.6034639), (56.8892075, 60.6032347), (56.8886855, 60.6025743), (56.8880256, 60.6043021), (56.8872939, 60.6062327), (56.8879224, 60.6070348), (56.8880107, 60.6067926), (56.8880192, 60.6066015), (56.8880334, 60.6062964), (56.8885155, 60.6050196), (56.8885521, 60.6050353), (56.8885638, 60.6050174)]",20267.83,1425,1,3932.89,0.6084,17,18995.84,0.5825,35,81958.64,0.5945,0.5929,104887.37
667,way/289322552,56.80274309285714,60.61606556428571,"[(56.8026377, 60.6166605), (56.8027792, 60.6166088), (56.8028286, 60.6166096), (56.8028585, 60.6166973), (56.8030216, 60.6166517), (56.8029947, 60.616415), (56.8029105, 60.6154388), (56.8027125, 60.6155196), (56.8026903, 60.6154435), (56.8026417, 60.6154206), (56.8025806, 60.6154714), (56.8025375, 60.6155094), (56.8025722, 60.6158112), (56.8026377, 60.6166605)]",3013.5,400,0,0.0,0.0,5,11514.24,0.465,13,87707.8,0.5618,0.5505,99222.04
668,way/293725583,56.810345141666666,60.51335379166667,"[(56.8098428, 60.512564), (56.8096906, 60.5127436), (56.8091582, 60.5159177), (56.8096432, 60.5161618), (56.8104329, 60.5165679), (56.8111949, 60.5122834), (56.8112056, 60.5121977), (56.8112128, 60.5121599), (56.8109579, 60.5120356), (56.8106165, 60.5125273), (56.8103435, 60.5125226), (56.8098428, 60.512564)]",36605.58,625,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
669,way/294649696,56.79079112,60.77953298,"[(56.7912198, 60.7792017), (56.7905847, 60.7786261), (56.7901583, 60.7800299), (56.790773, 60.7806055), (56.7912198, 60.7792017)]",7680.07,0,0,0.0,0.0,2,21726.77,0.6708,1,80482.45,0.7226,0.7116,102209.22
670,way/294649697,56.79134234000001,60.778063,"[(56.7913183, 60.7775661), (56.7910507, 60.7785185), (56.7913863, 60.7787835), (56.7916381, 60.7778808), (56.7913183, 60.7775661)]",2580.74,0,0,0.0,0.0,2,21726.77,0.6708,1,80482.45,0.7226,0.7116,102209.22
671,way/295319903,56.80288568125,60.617523125,"[(56.8026421, 60.6167113), (56.8027938, 60.6179489), (56.8028143, 60.6181343), (56.802858, 60.6186076), (56.8028756, 60.6187589), (56.8028907, 60.6189025), (56.8032479, 60.6187566), (56.8032187, 60.6184539), (56.8030946, 60.6172407), (56.803025, 60.6166922), (56.8028815, 60.6167381), (56.8028418, 60.6167274), (56.8028198, 60.6166684), (56.8027816, 60.6166549), (56.8027434, 60.616663), (56.8026421, 60.6167113)]",5498.34,475,0,0.0,0.0,6,11781.15,0.4705,12,87699.99,0.561,0.5503,99481.13
672,way/297394325,56.8540274625,60.6386210625,"[(56.8540733, 60.6388159), (56.8541037, 60.6388848), (56.8541996, 60.6387401), (56.8539186, 60.6381018), (56.8538217, 60.6382445), (56.8540108, 60.6386738), (56.8540187, 60.6386917), (56.8540733, 60.6388159)]",693.5,25,1,426.31,0.3683,4,12746.97,0.4877,4,132138.65,0.7069,0.6867,145311.93
673,way/298261572,56.754864925,60.676075825,"[(56.7537676, 60.6764886), (56.7541117, 60.6776747), (56.7559075, 60.6762541), (56.7559187, 60.6760446), (56.7555201, 60.6750297), (56.7554289, 60.6747998), (56.7544973, 60.6758265), (56.7537676, 60.6764886)]",19850.29,0,0,0.0,0.0,0,0.0,0.0,2,326289.84,0.6585,0.6585,326289.84
674,way/303906265,56.81592164761905,60.50987931904762,"[(56.8151743, 60.5094912), (56.8155448, 60.5098682), (56.8157091, 60.5101224), (56.8157869, 60.5103165), (56.8158735, 60.5105325), (56.8158745, 60.5105255), (56.8160391, 60.5109741), (56.8162331, 60.5106244), (56.8163142, 60.5107745), (56.8164292, 60.5105975), (56.8165593, 60.5100137), (56.8164718, 60.5099365), (56.8162845, 60.5098682), (56.816136, 60.5096382), (56.8161106, 60.5095101), (56.8160474, 60.5093426), (56.815823, 60.5092848), (56.815725, 60.5089614), (56.815604, 60.5088705), (56.81544, 60.5087217), (56.8151743, 60.5094912)]",8833.67,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
675,way/315258181,56.781182326666666,60.53048643333333,"[(56.7816356, 60.5324642), (56.7813531, 60.5317619), (56.7812506, 60.5311924), (56.7812353, 60.5309535), (56.7812266, 60.5305553), (56.7812528, 60.5300415), (56.78134, 60.5295079), (56.7816585, 60.528596), (56.7809896, 60.5274053), (56.7806164, 60.5280208), (56.7808101, 60.5283502), (56.7808159, 60.5312683), (56.7805616, 60.5316985), (56.7813532, 60.5330165), (56.7816356, 60.5324642)]",20530.0,0,0,0.0,0.0,0,0.0,0.0,2,436191.01,0.4417,0.4417,436191.01
676,way/315258182,56.78186916666667,60.52472334,"[(56.7804219, 60.5258033), (56.7810596, 60.5269352), (56.7814214, 60.526292), (56.7821688, 60.5255143), (56.782672, 60.5254695), (56.7826835, 60.5250646), (56.7828979, 60.5241897), (56.782763, 60.5239639), (56.7825494, 60.5236065), (56.7824052, 60.5233651), (56.7821247, 60.5228957), (56.7819, 60.5232766), (56.7816683, 60.5236695), (56.7808799, 60.5250009), (56.7804219, 60.5258033)]",30993.45,625,0,0.0,0.0,0,0.0,0.0,2,436191.01,0.4417,0.4417,436191.01
677,way/315258183,56.7806367,60.53276392,"[(56.7812144, 60.5331377), (56.7802438, 60.5313064), (56.7797579, 60.5322324), (56.780753, 60.5340054), (56.7812144, 60.5331377)]",11810.77,250,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
678,way/315417016,56.80343904347826,60.445764834782615,"[(56.8030149, 60.4478062), (56.8033219, 60.4478345), (56.8036172, 60.4478618), (56.8036579, 60.4472018), (56.8036963, 60.4465777), (56.8037301, 60.4460297), (56.8037692, 60.4453948), (56.8037801, 60.4452188), (56.8038074, 60.4451705), (56.8040181, 60.4447978), (56.8042091, 60.4444601), (56.8039305, 60.4440404), (56.8036204, 60.4435356), (56.8034928, 60.4437886), (56.8032911, 60.4441887), (56.8030709, 60.4446253), (56.8030237, 60.4447546), (56.8030157, 60.4453352), (56.8030064, 60.4459979), (56.8030002, 60.4464476), (56.8030022, 60.4466395), (56.803007, 60.4470779), (56.8030149, 60.4478062)]",20481.68,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
679,way/315417032,56.80077245,60.445693118181815,"[(56.8007418, 60.4471525), (56.8007514, 60.4466526), (56.8007561, 60.4464096), (56.8010046, 60.4459718), (56.8012672, 60.4455091), (56.8014358, 60.445212), (56.8015976, 60.4449271), (56.8018427, 60.4444951), (56.8014838, 60.4437895), (56.8013244, 60.4434782), (56.8010864, 60.443914), (56.800921, 60.4442169), (56.800639, 60.4447334), (56.8004926, 60.4450015), (56.8003442, 60.4452734), (56.8000593, 60.4457952), (56.7999574, 60.4459818), (56.7999492, 60.4464311), (56.7999361, 60.4471463), (56.7999335, 60.4479825), (56.800728, 60.4480225), (56.8007418, 60.4471525)]",25805.51,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
680,way/315417033,56.79913214705883,60.44601498235294,"[(56.7989484, 60.4469986), (56.7989315, 60.4477866), (56.7997203, 60.4478728), (56.7997439, 60.4470478), (56.7997598, 60.4465773), (56.7997817, 60.4459264), (56.7993964, 60.4451429), (56.7993778, 60.4451052), (56.7993628, 60.4450746), (56.7990902, 60.4445204), (56.7988546, 60.4440414), (56.7982556, 60.444911), (56.7984878, 60.4454173), (56.7986769, 60.4458296), (56.7989561, 60.4464383), (56.7989543, 60.4465659), (56.7989484, 60.4469986)]",21051.17,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
681,way/315417034,56.80596938181818,60.44603402727273,"[(56.8052429, 60.4458095), (56.8055317, 60.4463222), (56.8057395, 60.446691), (56.8060754, 60.4472871), (56.8062975, 60.4468374), (56.8064921, 60.4464433), (56.8066956, 60.4460312), (56.8063517, 60.4454485), (56.8061376, 60.4450856), (56.8058563, 60.444609), (56.8052429, 60.4458095)]",13067.82,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
682,way/315417035,56.808579208333335,60.44436975833333,"[(56.8079275, 60.4444547), (56.8082576, 60.4449909), (56.8084616, 60.4453223), (56.8086805, 60.445678), (56.8090243, 60.4449916), (56.8093454, 60.4443502), (56.8091559, 60.4439896), (56.8089631, 60.4436229), (56.8086543, 60.4430355), (56.8083873, 60.4435568), (56.8081655, 60.4439899), (56.8079275, 60.4444547)]",12752.86,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
683,way/315417036,56.80473955625,60.44394821875,"[(56.8037721, 60.4433263), (56.8040388, 60.4437824), (56.8042042, 60.4440651), (56.80467, 60.4448615), (56.8049045, 60.4452623), (56.80509, 60.4455796), (56.8053866, 60.4452225), (56.8054637, 60.445066), (56.8057506, 60.4444837), (56.8054929, 60.4440425), (56.8052615, 60.4436463), (56.8048368, 60.4429193), (56.8046827, 60.4426556), (56.8044091, 60.4421873), (56.8040973, 60.4427448), (56.8037721, 60.4433263)]",20452.44,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
684,way/315417037,56.79838251666666,60.44737344999999,"[(56.7987528, 60.4477743), (56.7987764, 60.4470416), (56.798183, 60.4469947), (56.7979201, 60.4469739), (56.79791, 60.4476819), (56.7987528, 60.4477743)]",4172.95,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
685,way/315417038,56.80792793846154,60.44617275384615,"[(56.8078321, 60.4446985), (56.8076227, 60.4451081), (56.8074169, 60.4455107), (56.8069908, 60.446344), (56.8074201, 60.447024), (56.8077962, 60.44762), (56.8079966, 60.4479373), (56.8083861, 60.4471467), (56.8085113, 60.4468925), (56.808497, 60.4460045), (56.8085495, 60.4459174), (56.8082118, 60.4453436), (56.8078321, 60.4446985)]",18816.98,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
686,way/315417039,56.80533736666666,60.45079406666667,"[(56.8054149, 60.4513224), (56.8056608, 60.4506768), (56.8052194, 60.4499648), (56.8049852, 60.4504481), (56.805329, 60.4510299), (56.8054149, 60.4513224)]",2795.56,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
687,way/315417040,56.80763120625,60.44255278125,"[(56.8076629, 60.4440411), (56.8078849, 60.4435905), (56.8080766, 60.4432015), (56.8083922, 60.442561), (56.8082286, 60.4422831), (56.8080635, 60.4420027), (56.8078822, 60.4416947), (56.8075938, 60.4413072), (56.8073134, 60.4415739), (56.807292, 60.4417651), (56.8072807, 60.4418661), (56.8073516, 60.4420079), (56.8071046, 60.442522), (56.8069479, 60.4428483), (56.8073615, 60.4435383), (56.8076629, 60.4440411)]",13939.7,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
688,way/315417041,56.80720169333333,60.448068600000006,"[(56.8072787, 60.4493509), (56.8075851, 60.4487563), (56.8078888, 60.4481668), (56.8076365, 60.4477664), (56.8074017, 60.4473939), (56.8071507, 60.4469956), (56.8068902, 60.4465822), (56.8067019, 60.4469522), (56.8069561, 60.4473744), (56.8072024, 60.4477837), (56.8071062, 60.4479823), (56.8068163, 60.4485804), (56.8070537, 60.4489759), (56.8070784, 60.4490171), (56.8072787, 60.4493509)]",9384.3,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
689,way/315417042,56.801694536363634,60.44627343636364,"[(56.8016859, 60.4471936), (56.8019291, 60.4468584), (56.8019804, 60.4467482), (56.8020792, 60.4465363), (56.8023176, 60.4455437), (56.8019172, 60.4447166), (56.8017563, 60.4450117), (56.8013895, 60.4456848), (56.800916, 60.4465537), (56.8009828, 60.4469672), (56.8016859, 60.4471936)]",12843.27,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
690,way/315417043,56.79795355,60.4463379,"[(56.7978055, 60.4455825), (56.7977512, 60.4456601), (56.7975257, 60.4459827), (56.7979269, 60.4468754), (56.7979201, 60.4469739), (56.798183, 60.4469947), (56.7981831, 60.4467954), (56.7982876, 60.4466168), (56.7981469, 60.446315), (56.7978055, 60.4455825)]",3478.74,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
691,way/315417044,56.80693813636364,60.44445196363636,"[(56.8066518, 60.4441596), (56.8068304, 60.4444612), (56.806463, 60.4452123), (56.8068034, 60.4458034), (56.8071812, 60.4450326), (56.8073638, 60.44466), (56.8075517, 60.4442766), (56.8072006, 60.4437091), (56.8069956, 60.4433777), (56.8066262, 60.4441195), (56.8066518, 60.4441596)]",8381.12,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
692,way/315417045,56.80585715,60.4433984625,"[(56.8058934, 60.4442704), (56.8063552, 60.4433223), (56.8060383, 60.4426697), (56.8058529, 60.442879), (56.80589, 60.4430329), (56.8055159, 60.443273), (56.8054181, 60.44347), (56.8058934, 60.4442704)]",4960.96,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
693,way/315417046,56.801931471428574,60.45132392857143,"[(56.801416, 60.4504717), (56.8012744, 60.453907), (56.8017316, 60.453971), (56.8017966, 60.453926), (56.8021643, 60.453593), (56.8020902, 60.4533529), (56.8021205, 60.4522017), (56.8023194, 60.4510996), (56.8027283, 60.4488521), (56.8027743, 60.4483261), (56.8018298, 60.4482981), (56.8018144, 60.4494833), (56.8015648, 60.4505808), (56.801416, 60.4504717)]",32215.19,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
694,way/315417047,56.80508394,60.452243380000006,"[(56.8049498, 60.4505128), (56.8040903, 60.4522674), (56.805061, 60.4538127), (56.8051554, 60.4536465), (56.8053172, 60.453117), (56.8051857, 60.4528276), (56.8052599, 60.4525998), (56.80557, 60.4520334), (56.8053003, 60.4511038), (56.8049498, 60.4505128)]",16856.71,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
