id,название,широта_центра,долгота_центра,все_точки_границ,количество_точек,северная_граница,южная_граница,западная_граница,восточная_граница,сервер
766791167,Квартал,56.897422,60.599566,"60.601948,56.897621; 60.599575,56.895760; 60.595991,56.897124; 60.598365,56.898984; 60.601948,56.897621",5,56.898984,56.89576,60.595991,60.601948,https://overpass.kumi.systems/api/interpreter
766791168,Квартал,56.895961,60.603407,"60.605812,56.896170; 60.603415,56.894279; 60.599799,56.895646; 60.602196,56.897537; 60.605812,56.896170",5,56.897537,56.894279,60.599799,60.605812,https://overpass.kumi.systems/api/interpreter
766791169,Квартал,56.899886,60.60616,"60.608254,56.898024; 60.600746,56.900926; 60.603019,56.902680; 60.610528,56.899778; 60.608254,56.898024",5,56.90268,56.898024,60.600746,60.610528,https://overpass.kumi.systems/api/interpreter
766791170,Квартал,56.898938,60.603702,"60.598715,56.899272; 60.606193,56.896429; 60.608057,56.897891; 60.606841,56.898380; 60.606528,56.898136; 60.606293,56.897953; 60.606031,56.898053; 60.605916,56.897964; 60.605263,56.898214; 60.605926,56.898731; 60.603182,56.899778; 60.602934,56.899588; 60.602971,56.899574; 60.603082,56.899530; 60.603037,56.899496; 60.603172,56.899443; 60.602778,56.899141; 60.602640,56.899194; 60.602550,56.899125; 60.601477,56.899543; 60.602256,56.900139; 60.600580,56.900734; 60.598715,56.899272",23,56.900734,56.896429,60.598715,60.608057,https://overpass.kumi.systems/api/interpreter
767369170,Квартал,56.882721,60.615626,"60.614802,56.884436; 60.617119,56.884360; 60.618369,56.882440; 60.617543,56.882261; 60.617639,56.881347; 60.613579,56.881236; 60.613616,56.881974; 60.613166,56.882001; 60.614802,56.884436",9,56.884436,56.881236,60.613166,60.618369,https://overpass.kumi.systems/api/interpreter
767369171,Квартал,56.884643,60.618073,"60.615287,56.886444; 60.619764,56.886732; 60.619724,56.886440; 60.619785,56.885937; 60.620019,56.884938; 60.620536,56.884214; 60.620459,56.883952; 60.620406,56.883129; 60.619125,56.882864; 60.619498,56.882203; 60.618943,56.882122; 60.618357,56.883120; 60.619619,56.883510; 60.619388,56.885386; 60.615531,56.885154; 60.615327,56.884509; 60.614834,56.884515; 60.614904,56.885116; 60.614668,56.886139; 60.615287,56.886444",20,56.886732,56.882122,60.614668,60.620536,https://overpass.kumi.systems/api/interpreter
767369172,Квартал,56.880271,60.620803,"60.621044,56.878496; 60.619764,56.880946; 60.620511,56.881071; 60.620059,56.881980; 60.620601,56.882150; 60.622600,56.878760; 60.621044,56.878496",7,56.88215,56.878496,60.619764,60.6226,https://overpass.kumi.systems/api/interpreter
767369173,Квартал,56.879134,60.619353,"60.620799,56.878451; 60.619866,56.880007; 60.618889,56.879896; 60.618739,56.879624; 60.617028,56.878378; 60.620799,56.878451",6,56.880007,56.878378,60.617028,60.620799,https://overpass.kumi.systems/api/interpreter
767369614,Квартал,56.898604,60.618769,"60.617377,56.897816; 60.615628,56.899386; 60.619297,56.900581; 60.622886,56.897525; 60.621687,56.897156; 60.618723,56.899699; 60.617398,56.899241; 60.618549,56.898221; 60.617377,56.897816",9,56.900581,56.897156,60.615628,60.622886,https://overpass.kumi.systems/api/interpreter
767369615,Квартал,56.896259,60.616685,"60.618787,56.896204; 60.615327,56.895100; 60.615022,56.895223; 60.614968,56.897118; 60.617221,56.897704; 60.618787,56.896204",6,56.897704,56.8951,60.614968,60.618787,https://overpass.kumi.systems/api/interpreter
767369616,Квартал,56.895072,60.618543,"60.617012,56.895423; 60.617786,56.894707; 60.618749,56.895018; 60.619574,56.894257; 60.620634,56.894600; 60.619034,56.896076; 60.617012,56.895423",7,56.896076,56.894257,60.617012,60.620634,https://overpass.kumi.systems/api/interpreter
767369617,Квартал,56.894156,60.615577,"60.614587,56.893431; 60.614764,56.894730; 60.616127,56.895155; 60.616470,56.894804; 60.616929,56.893387; 60.614587,56.893431",6,56.895155,56.893387,60.614587,60.616929,https://overpass.kumi.systems/api/interpreter
767369618,Квартал,56.890279,60.628482,"60.625426,56.890776; 60.626028,56.890219; 60.628486,56.891002; 60.629223,56.890224; 60.629278,56.890040; 60.628550,56.889705; 60.627215,56.889341; 60.627809,56.888844; 60.629787,56.889560; 60.630276,56.889726; 60.631133,56.889964; 60.631024,56.890045; 60.630367,56.890663; 60.629745,56.891158; 60.628885,56.891885; 60.625535,56.890817; 60.625426,56.890776",17,56.891885,56.888844,60.625426,60.631133,https://overpass.kumi.systems/api/interpreter
767369619,Квартал,56.888604,60.624748,"60.621356,56.889464; 60.623839,56.887361; 60.625173,56.887832; 60.624933,56.888080; 60.625201,56.888181; 60.625640,56.888327; 60.626012,56.888393; 60.626224,56.888223; 60.627408,56.888632; 60.625087,56.890683; 60.621356,56.889464",11,56.890683,56.887361,60.621356,60.627408,https://overpass.kumi.systems/api/interpreter
767369620,Квартал,56.88832,60.621048,"60.621142,56.889345; 60.622823,56.887767; 60.622205,56.887771; 60.620729,56.887759; 60.620337,56.887653; 60.620167,56.888017; 60.619835,56.888906; 60.621142,56.889345",8,56.889345,56.887653,60.619835,60.622823,https://overpass.kumi.systems/api/interpreter
767369621,Квартал,56.889858,60.615695,"60.614689,56.887446; 60.618793,56.888870; 60.617993,56.890989; 60.616540,56.890863; 60.616572,56.891619; 60.614367,56.891680; 60.614303,56.890945; 60.616084,56.890909; 60.615987,56.889931; 60.614238,56.889981; 60.614083,56.887616; 60.614689,56.887446",12,56.89168,56.887446,60.614083,60.618793,https://overpass.kumi.systems/api/interpreter
767369622,Квартал,56.887289,60.616337,"60.616515,56.887694; 60.616443,56.887768; 60.614802,56.887229; 60.615097,56.886699; 60.617220,56.886852; 60.617153,56.887177; 60.616840,56.887068; 60.616238,56.887044; 60.616059,56.887319; 60.616441,56.887410; 60.616728,56.887510; 60.616515,56.887694",12,56.887768,56.886699,60.614802,60.61722,https://overpass.kumi.systems/api/interpreter
767372383,Квартал,56.888455,60.630116,"60.629135,56.887631; 60.629621,56.887875; 60.630378,56.888126; 60.630613,56.887918; 60.632633,56.888619; 60.632617,56.888674; 60.631510,56.889643; 60.630563,56.889317; 60.629426,56.888936; 60.629913,56.888518; 60.629224,56.888274; 60.628718,56.888711; 60.628135,56.888503; 60.629135,56.887631",14,56.889643,56.887631,60.628135,60.632633,https://overpass.kumi.systems/api/interpreter
767372384,Квартал,56.884719,60.635164,"60.637617,56.884322; 60.636050,56.885719; 60.635582,56.886198; 60.634544,56.885861; 60.632439,56.885145; 60.631978,56.884966; 60.634113,56.883120; 60.635937,56.883697; 60.635758,56.883843; 60.637617,56.884322",10,56.886198,56.88312,60.631978,60.637617,https://overpass.kumi.systems/api/interpreter
767372385,Квартал,56.886361,60.628046,"60.629158,56.887174; 60.630074,56.886382; 60.626343,56.885147; 60.625499,56.885928; 60.629158,56.887174",5,56.887174,56.885147,60.625499,60.630074,https://overpass.kumi.systems/api/interpreter
767372386,Квартал,56.887308,60.626048,"60.625577,56.887119; 60.625158,56.887480; 60.625451,56.887581; 60.626343,56.887908; 60.627566,56.888289; 60.628768,56.887324; 60.625377,56.886156; 60.624617,56.886793; 60.625577,56.887119",9,56.888289,56.886156,60.624617,60.628768,https://overpass.kumi.systems/api/interpreter
767372387,Квартал,56.891045,60.622124,"60.623154,56.892271; 60.624844,56.890945; 60.623583,56.890458; 60.622666,56.891258; 60.621555,56.890898; 60.622430,56.890086; 60.621223,56.889675; 60.619686,56.891038; 60.620111,56.891160; 60.620957,56.891434; 60.623154,56.892271",11,56.892271,56.889675,60.619686,60.624844,https://overpass.kumi.systems/api/interpreter
767372388,Квартал,56.892956,60.625103,"60.622897,56.892922; 60.625136,56.890968; 60.628733,56.892262; 60.626534,56.894124; 60.625203,56.893653; 60.625589,56.893327; 60.624688,56.893025; 60.624254,56.893397; 60.622897,56.892922",9,56.894124,56.890968,60.622897,60.628733,https://overpass.kumi.systems/api/interpreter
767372389,Квартал,56.894017,60.623922,"60.621845,56.893860; 60.625527,56.895099; 60.626392,56.894333; 60.624932,56.893857; 60.624315,56.894351; 60.623548,56.894099; 60.624184,56.893602; 60.622709,56.893094; 60.621845,56.893860",9,56.895099,56.893094,60.621845,60.626392,https://overpass.kumi.systems/api/interpreter
767372390,Квартал,56.893836,60.620299,"60.620412,56.893506; 60.620372,56.893541; 60.620325,56.893584; 60.620372,56.893600; 60.619933,56.893996; 60.619831,56.893962; 60.619717,56.894064; 60.619670,56.894106; 60.620782,56.894473; 60.621467,56.893855; 60.620412,56.893506",11,56.894473,56.893506,60.61967,60.621467,https://overpass.kumi.systems/api/interpreter
767372391,Квартал,56.896302,60.621122,"60.619978,56.895574; 60.623525,56.896801; 60.622838,56.897393; 60.619291,56.896166; 60.619978,56.895574",5,56.897393,56.895574,60.619291,60.623525,https://overpass.kumi.systems/api/interpreter
767372392,Квартал,56.89552,60.622037,"60.620901,56.894750; 60.624550,56.895928; 60.623741,56.896675; 60.620092,56.895497; 60.620901,56.894750",5,56.896675,56.89475,60.620092,60.62455,https://overpass.kumi.systems/api/interpreter
767372393,Квартал,56.895037,60.623547,"60.624768,56.895764; 60.621075,56.894508; 60.621715,56.893947; 60.625408,56.895203; 60.624768,56.895764",5,56.895764,56.893947,60.621075,60.625408,https://overpass.kumi.systems/api/interpreter
767372394,Квартал,56.896387,60.627423,"60.625346,56.896024; 60.629927,56.897498; 60.630537,56.896932; 60.625957,56.895458; 60.625346,56.896024",5,56.897498,56.895458,60.625346,60.630537,https://overpass.kumi.systems/api/interpreter
767372395,Квартал,56.897609,60.62728,"60.628785,56.898431; 60.624398,56.896913; 60.625022,56.896375; 60.629409,56.897893; 60.628785,56.898431",5,56.898431,56.896375,60.624398,60.629409,https://overpass.kumi.systems/api/interpreter
767372396,Квартал,56.89837,60.627174,"60.626833,56.897968; 60.626702,56.898095; 60.626795,56.898269; 60.626438,56.898592; 60.627976,56.899134; 60.628640,56.898564; 60.626833,56.897968",7,56.899134,56.897968,60.626438,60.62864,https://overpass.kumi.systems/api/interpreter
767372397,Квартал,56.906645,60.625026,"60.622465,56.908756; 60.624270,56.909793; 60.626689,56.908381; 60.626131,56.907321; 60.626872,56.906882; 60.628191,56.907550; 60.629269,56.906624; 60.628180,56.906243; 60.629908,56.904837; 60.624946,56.903047; 60.623213,56.904477; 60.625493,56.905130; 60.624892,56.905763; 60.623422,56.905353; 60.623090,56.905813; 60.622135,56.905719; 60.621613,56.906347; 60.623511,56.906785; 60.624828,56.906668; 60.625171,56.907922; 60.623826,56.908013; 60.622465,56.908756",22,56.909793,56.903047,60.621613,60.629908,https://overpass.kumi.systems/api/interpreter
767372398,Квартал,56.902883,60.618196,"60.614831,56.901040; 60.614319,56.904650; 60.618986,56.907019; 60.620362,56.907108; 60.621263,56.905835; 60.622342,56.904259; 60.624247,56.902506; 60.619691,56.901026; 60.617022,56.901200; 60.616847,56.901289; 60.616698,56.901259; 60.616714,56.901065; 60.616595,56.901065; 60.614831,56.901040",14,56.907108,56.901026,60.614319,60.624247,https://overpass.kumi.systems/api/interpreter
767372399,жк Астория,56.900164,60.615953,"60.616576,56.900400; 60.616976,56.900034; 60.615918,56.899671; 60.615590,56.899975; 60.615355,56.900186; 60.615318,56.900261; 60.615313,56.900384; 60.616576,56.900400",8,56.9004,56.899671,60.615313,60.616976,https://overpass.kumi.systems/api/interpreter
767376894,Квартал,56.900171,60.640129,"60.641266,56.900211; 60.640545,56.900827; 60.638429,56.900127; 60.639138,56.899479; 60.641266,56.900211",5,56.900827,56.899479,60.638429,60.641266,https://overpass.kumi.systems/api/interpreter
767376895,Квартал,56.901211,60.641935,"60.641177,56.900664; 60.640610,56.901187; 60.643056,56.901981; 60.643655,56.901558; 60.641177,56.900664",5,56.901981,56.900664,60.64061,60.643655,https://overpass.kumi.systems/api/interpreter
767376896,Квартал,56.899869,60.643528,"60.643352,56.898928; 60.641467,56.900493; 60.643861,56.901300; 60.645608,56.899693; 60.643352,56.898928",5,56.9013,56.898928,60.641467,60.645608,https://overpass.kumi.systems/api/interpreter
767376897,Квартал,56.90234,60.630887,"60.635417,56.901855; 60.633003,56.901038; 60.630954,56.902743; 60.632370,56.903253; 60.631732,56.903865; 60.630986,56.904093; 60.629774,56.903680; 60.630262,56.903241; 60.628454,56.902640; 60.630181,56.901067; 60.629232,56.900754; 60.630101,56.900057; 60.628910,56.899632; 60.625531,56.902611; 60.631866,56.905060; 60.635417,56.901855",16,56.90506,56.899632,60.625531,60.635417,https://overpass.kumi.systems/api/interpreter
767376898,Квартал,56.900877,60.63412,"60.632896,56.900047; 60.632343,56.900560; 60.633307,56.900888; 60.633635,56.900614; 60.634481,56.900884; 60.634134,56.901195; 60.635574,56.901700; 60.635716,56.901653; 60.636214,56.901186; 60.632896,56.900047",10,56.9017,56.900047,60.632343,60.636214,https://overpass.kumi.systems/api/interpreter
767376899,Квартал,56.899562,60.630804,"60.632679,56.899901; 60.629570,56.898918; 60.629249,56.898816; 60.628640,56.899331; 60.632009,56.900503; 60.632679,56.899901",6,56.900503,56.898816,60.62864,60.632679,https://overpass.kumi.systems/api/interpreter
767376900,Квартал,56.900011,60.634767,"60.633123,56.899842; 60.636433,56.900950; 60.637207,56.900260; 60.633951,56.899159; 60.633123,56.899842",5,56.90095,56.899159,60.633123,60.637207,https://overpass.kumi.systems/api/interpreter
767376901,Квартал,56.898959,60.631766,"60.633601,56.898996; 60.630150,56.897873; 60.629324,56.898630; 60.630949,56.899160; 60.631469,56.898756; 60.632268,56.899033; 60.631761,56.899434; 60.632774,56.899753; 60.633601,56.898996",9,56.899753,56.897873,60.629324,60.633601,https://overpass.kumi.systems/api/interpreter
767376902,Квартал,56.898114,60.632805,"60.634306,56.898333; 60.631140,56.897259; 60.630505,56.897794; 60.633769,56.898852; 60.634306,56.898333",5,56.898852,56.897259,60.630505,60.634306,https://overpass.kumi.systems/api/interpreter
767376903,Квартал,56.898507,60.636282,"60.635479,56.897809; 60.634902,56.898298; 60.636039,56.898691; 60.635247,56.899364; 60.637413,56.900107; 60.639050,56.898664; 60.637397,56.898111; 60.636780,56.898609; 60.635519,56.898187; 60.635803,56.897927; 60.635479,56.897809",11,56.900107,56.897809,60.634902,60.63905,https://overpass.kumi.systems/api/interpreter
767376904,Квартал,56.897309,60.633791,"60.635172,56.897490; 60.633868,56.897043; 60.632403,56.896550; 60.631672,56.897186; 60.634458,56.898091; 60.635172,56.897490",6,56.898091,56.89655,60.631672,60.635172,https://overpass.kumi.systems/api/interpreter
767376905,Квартал,56.896592,60.638676,"60.637837,56.895755; 60.636676,56.896773; 60.639903,56.897879; 60.641126,56.896797; 60.637837,56.895755",5,56.897879,56.895755,60.636676,60.641126,https://overpass.kumi.systems/api/interpreter
767376906,Квартал,56.895868,60.635962,"60.637435,56.895412; 60.635543,56.897110; 60.633684,56.896489; 60.634166,56.896012; 60.635056,56.896337; 60.635709,56.895668; 60.636169,56.895781; 60.636935,56.895131; 60.637489,56.895326; 60.637435,56.895412",10,56.89711,56.895131,60.633684,60.637489,https://overpass.kumi.systems/api/interpreter
767376907,Квартал,56.895756,60.640934,"60.641630,56.895136; 60.639241,56.895442; 60.638820,56.895797; 60.641356,56.896690; 60.641921,56.896160; 60.641939,56.895928; 60.641630,56.895136",7,56.89669,56.895136,60.63882,60.641939,https://overpass.kumi.systems/api/interpreter
767376908,Квартал,56.893869,60.637931,"60.637075,56.891933; 60.635905,56.892886; 60.635709,56.893618; 60.635525,56.893969; 60.635991,56.894335; 60.637640,56.894909; 60.638577,56.894988; 60.638866,56.895070; 60.640637,56.894941; 60.641534,56.894733; 60.640635,56.893115; 60.637075,56.891933",12,56.89507,56.891933,60.635525,60.641534,https://overpass.kumi.systems/api/interpreter
767376909,Квартал,56.891861,60.640591,"60.640265,56.891081; 60.638957,56.892258; 60.641101,56.892996; 60.642365,56.891890; 60.640265,56.891081",5,56.892996,56.891081,60.638957,60.642365,https://overpass.kumi.systems/api/interpreter
767376910,Квартал,56.891246,60.638698,"60.638605,56.890647; 60.640042,56.891070; 60.638796,56.892206; 60.637442,56.891659; 60.638605,56.890647",5,56.892206,56.890647,60.637442,60.640042,https://overpass.kumi.systems/api/interpreter
767376911,Квартал,56.890383,60.64038,"60.639569,56.889711; 60.638727,56.890447; 60.641954,56.891478; 60.642431,56.891085; 60.640068,56.890253; 60.640338,56.889994; 60.639569,56.889711",7,56.891478,56.889711,60.638727,60.642431,https://overpass.kumi.systems/api/interpreter
767376912,Квартал,56.889256,60.636718,"60.638300,56.890245; 60.637079,56.889828; 60.637678,56.889270; 60.636734,56.888993; 60.636205,56.889521; 60.633804,56.888692; 60.634372,56.888201; 60.636010,56.888766; 60.636279,56.888533; 60.639138,56.889521; 60.638300,56.890245",11,56.890245,56.888201,60.633804,60.639138,https://overpass.kumi.systems/api/interpreter
767376913,Квартал,56.890419,60.635073,"60.636793,56.891446; 60.635291,56.890905; 60.635452,56.890768; 60.635969,56.890329; 60.634631,56.889863; 60.634311,56.890104; 60.634135,56.890288; 60.634367,56.890382; 60.634171,56.890555; 60.632467,56.889971; 60.633667,56.888948; 60.637898,56.890436; 60.636793,56.891446",13,56.891446,56.888948,60.632467,60.637898,https://overpass.kumi.systems/api/interpreter
767376914,Квартал,56.89207,60.632886,"60.634609,56.893387; 60.630696,56.892146; 60.631048,56.891843; 60.630635,56.891627; 60.632146,56.890316; 60.636462,56.891781; 60.634609,56.893387",7,56.893387,56.890316,60.630635,60.636462,https://overpass.kumi.systems/api/interpreter
767376915,Квартал,56.894338,60.630311,"60.631772,56.895883; 60.627322,56.894351; 60.628700,56.893252; 60.629330,56.893475; 60.629663,56.893178; 60.633620,56.894346; 60.631772,56.895883",7,56.895883,56.893178,60.627322,60.63362,https://overpass.kumi.systems/api/interpreter
767376916,Квартал,56.895963,60.629256,"60.630813,56.896886; 60.626110,56.895291; 60.626920,56.894578; 60.631623,56.896174; 60.630813,56.896886",5,56.896886,56.894578,60.62611,60.631623,https://overpass.kumi.systems/api/interpreter
767380279,Квартал,56.902688,60.646229,"60.649249,56.901395; 60.648012,56.901765; 60.647612,56.901875; 60.646928,56.902549; 60.645996,56.904071; 60.647245,56.904337; 60.645218,56.905351; 60.644722,56.904908; 60.644341,56.904787; 60.645043,56.904032; 60.643515,56.903487; 60.644896,56.902318; 60.643710,56.901911; 60.646696,56.899298; 60.647232,56.899529; 60.649249,56.901395",16,56.905351,56.899298,60.643515,60.649249,https://overpass.kumi.systems/api/interpreter
767380280,Квартал,56.901025,60.651275,"60.648528,56.900437; 60.651425,56.902953; 60.651942,56.902984; 60.651959,56.901995; 60.652165,56.901648; 60.652577,56.901629; 60.652646,56.901583; 60.652406,56.901292; 60.652603,56.901212; 60.652715,56.900922; 60.652431,56.900696; 60.652268,56.900355; 60.651891,56.900181; 60.651264,56.899928; 60.650320,56.899831; 60.650395,56.900481; 60.649198,56.900572; 60.648973,56.900329; 60.648528,56.900437",19,56.902984,56.899831,60.648528,60.652715,https://overpass.kumi.systems/api/interpreter
767380281,Квартал,56.899021,60.649476,"60.648898,56.897259; 60.646800,56.899110; 60.647364,56.899392; 60.648528,56.900437; 60.648973,56.900329; 60.649198,56.900572; 60.650395,56.900481; 60.650320,56.899831; 60.651264,56.899928; 60.651393,56.899680; 60.650406,56.899384; 60.650337,56.898592; 60.650255,56.897432; 60.649467,56.897391; 60.649118,56.897262; 60.648898,56.897259",16,56.900572,56.897259,60.6468,60.651393,https://overpass.kumi.systems/api/interpreter
767380282,Квартал,56.897149,60.647236,"60.647875,56.897805; 60.645376,56.896971; 60.646279,56.896165; 60.648777,56.896999; 60.647875,56.897805",5,56.897805,56.896165,60.645376,60.648777,https://overpass.kumi.systems/api/interpreter
767380283,Квартал,56.898471,60.645824,"60.645921,56.899506; 60.646537,56.898966; 60.644950,56.898404; 60.645561,56.897839; 60.647192,56.898404; 60.647787,56.897925; 60.645168,56.897033; 60.643383,56.898653; 60.645921,56.899506",9,56.899506,56.897033,60.643383,60.647787,https://overpass.kumi.systems/api/interpreter
767380284,Квартал,56.897614,60.64288,"60.643195,56.898581; 60.644923,56.896968; 60.642408,56.896164; 60.640679,56.897777; 60.643195,56.898581",5,56.898581,56.896164,60.640679,60.644923,https://overpass.kumi.systems/api/interpreter
767380285,Квартал,56.905015,60.636011,"60.637209,56.906859; 60.636520,56.906612; 60.636527,56.906476; 60.636518,56.906436; 60.636168,56.906356; 60.635978,56.906235; 60.636186,56.906019; 60.635734,56.905848; 60.634132,56.905310; 60.634693,56.904844; 60.634757,56.904751; 60.635036,56.904496; 60.635669,56.903945; 60.637622,56.904594; 60.638468,56.903828; 60.638815,56.903495; 60.638204,56.903285; 60.638000,56.903228; 60.637472,56.903672; 60.635759,56.903098; 60.637159,56.901968; 60.636469,56.901740; 60.635172,56.902913; 60.633131,56.904703; 60.633228,56.905130; 60.633450,56.905392; 60.634878,56.905926; 60.634513,56.906299; 60.635396,56.907432; 60.636281,56.907728; 60.637209,56.906859",31,56.907728,56.90174,60.633131,60.638815,https://overpass.kumi.systems/api/interpreter
767382553,Квартал,56.920479,60.610396,"60.610301,56.916804; 60.610344,56.917165; 60.612688,56.923418; 60.610510,56.923658; 60.610146,56.923296; 60.609260,56.923134; 60.609663,56.922004; 60.611014,56.921700; 60.609731,56.916803; 60.610301,56.916804",10,56.923658,56.916803,60.60926,60.612688,https://overpass.kumi.systems/api/interpreter
767511202,Квартал,56.881601,60.506276,"60.507586,56.881457; 60.505156,56.882440; 60.504310,56.881816; 60.506741,56.880833; 60.507586,56.881457",5,56.88244,56.880833,60.50431,60.507586,https://overpass.kumi.systems/api/interpreter
767511203,Квартал,56.884471,60.503694,"60.503479,56.881529; 60.498957,56.883448; 60.498582,56.884254; 60.502503,56.887141; 60.503635,56.886789; 60.504745,56.887425; 60.505378,56.887317; 60.505743,56.886356; 60.507712,56.885520; 60.506172,56.884527; 60.504713,56.885095; 60.501484,56.882927; 60.503275,56.882223; 60.504262,56.882874; 60.504987,56.882587; 60.503479,56.881529",16,56.887425,56.881529,60.498582,60.507712,https://overpass.kumi.systems/api/interpreter
767511204,Квартал,56.87988,60.509508,"60.508926,56.879371; 60.509440,56.879169; 60.510736,56.880154; 60.509723,56.880551; 60.509516,56.880394; 60.509150,56.880115; 60.509648,56.879920; 60.508926,56.879371",8,56.880551,56.879169,60.508926,60.510736,https://overpass.kumi.systems/api/interpreter
767511205,Квартал,56.881988,60.509808,"60.510941,56.880289; 60.505341,56.882540; 60.508119,56.884553; 60.513698,56.882267; 60.510941,56.880289",5,56.884553,56.880289,60.505341,60.513698,https://overpass.kumi.systems/api/interpreter
767511206,Квартал,56.886028,60.566563,"60.564719,56.885343; 60.564328,56.885516; 60.566527,56.887660; 60.569432,56.886564; 60.569649,56.885740; 60.564719,56.885343",6,56.88766,56.885343,60.564328,60.569649,https://overpass.kumi.systems/api/interpreter
767514730,Квартал,56.873069,60.545864,"60.543208,56.873711; 60.547905,56.871731; 60.548348,56.872069; 60.547649,56.872352; 60.547118,56.872770; 60.545674,56.873381; 60.545740,56.873569; 60.543929,56.874326; 60.543208,56.873711",9,56.874326,56.871731,60.543208,60.548348,https://overpass.kumi.systems/api/interpreter
767514731,Квартал,56.870823,60.544068,"60.539292,56.870272; 60.545574,56.867686; 60.548168,56.869122; 60.549109,56.869137; 60.548884,56.871178; 60.548326,56.871360; 60.545923,56.869431; 60.543938,56.869891; 60.543337,56.870152; 60.542790,56.870123; 60.541620,56.870609; 60.542650,56.871325; 60.544109,56.870785; 60.545837,56.872280; 60.543219,56.873312; 60.542489,56.872767; 60.544549,56.871970; 60.543573,56.871278; 60.542827,56.871565; 60.542479,56.871609; 60.541508,56.871990; 60.539292,56.870272",22,56.873312,56.867686,60.539292,60.549109,https://overpass.kumi.systems/api/interpreter
767514732,Квартал,56.863277,60.544726,"60.545947,56.861993; 60.546977,56.862852; 60.547234,56.864009; 60.544850,56.864112; 60.543310,56.864719; 60.541706,56.863346; 60.541835,56.863191; 60.545947,56.861993",8,56.864719,56.861993,60.541706,60.547234,https://overpass.kumi.systems/api/interpreter
767514733,Квартал,56.872038,60.528897,"60.529309,56.870914; 60.528611,56.871181; 60.528907,56.871377; 60.529153,56.871289; 60.530730,56.872380; 60.529089,56.873031; 60.528617,56.872667; 60.528960,56.872515; 60.527657,56.871565; 60.525817,56.872342; 60.528054,56.873893; 60.531449,56.872430; 60.529309,56.870914",13,56.873893,56.870914,60.525817,60.531449,https://overpass.kumi.systems/api/interpreter
767514734,Квартал,56.867129,60.540975,"60.542171,56.865595; 60.541459,56.865856; 60.543184,56.867147; 60.541872,56.867682; 60.541207,56.867208; 60.539882,56.867777; 60.538831,56.866974; 60.536591,56.867793; 60.538912,56.869514; 60.544447,56.867283; 60.542171,56.865595",11,56.869514,56.865595,60.536591,60.544447,https://overpass.kumi.systems/api/interpreter
767514735,Квартал,56.865913,60.537897,"60.536224,56.867472; 60.534153,56.865918; 60.539764,56.863871; 60.541728,56.865261; 60.540923,56.865543; 60.539571,56.864464; 60.535424,56.865983; 60.536283,56.866628; 60.537908,56.865953; 60.538670,56.866478; 60.536224,56.867472",11,56.867472,56.863871,60.534153,60.541728,https://overpass.kumi.systems/api/interpreter
767514736,Квартал,56.869724,60.535623,"60.535242,56.870905; 60.538434,56.869618; 60.536208,56.867927; 60.532989,56.869266; 60.535242,56.870905",5,56.870905,56.867927,60.532989,60.538434,https://overpass.kumi.systems/api/interpreter
767514737,Квартал,56.863915,60.534933,"60.533646,56.865389; 60.538396,56.863736; 60.537779,56.863250; 60.536980,56.863414; 60.536647,56.863279; 60.534459,56.863766; 60.533799,56.863176; 60.532023,56.863760; 60.531954,56.863991; 60.533646,56.865389",10,56.865389,56.863176,60.531954,60.538396,https://overpass.kumi.systems/api/interpreter
767514738,Квартал,56.866745,60.528143,"60.526251,56.868396; 60.524953,56.867440; 60.526203,56.866821; 60.528865,56.864877; 60.530173,56.865418; 60.531302,56.866261; 60.531149,56.866352; 60.526251,56.868396",8,56.868396,56.864877,60.524953,60.531302,https://overpass.kumi.systems/api/interpreter
767514739,Квартал,56.868977,60.530614,"60.529137,56.870495; 60.526755,56.868715; 60.531881,56.866639; 60.534298,56.868425; 60.532409,56.869193; 60.531138,56.868273; 60.529759,56.868815; 60.531006,56.869746; 60.529137,56.870495",9,56.870495,56.866639,60.526755,60.534298,https://overpass.kumi.systems/api/interpreter
767514740,Квартал,56.870121,60.525778,"60.523042,56.870271; 60.524797,56.869557; 60.525726,56.870187; 60.526407,56.869897; 60.525548,56.869249; 60.526447,56.868881; 60.528662,56.870396; 60.528869,56.870539; 60.525237,56.871961; 60.523042,56.870271",10,56.871961,56.868881,60.523042,60.528869,https://overpass.kumi.systems/api/interpreter
767514741,Квартал,56.871436,60.522045,"60.520855,56.871801; 60.521992,56.870696; 60.522759,56.870403; 60.524207,56.871454; 60.521606,56.872465; 60.520855,56.871801",6,56.872465,56.870403,60.520855,60.524207,https://overpass.kumi.systems/api/interpreter
767514742,Квартал,56.883442,60.511761,"60.513830,56.882425; 60.508259,56.884673; 60.508658,56.884969; 60.514230,56.882721; 60.513830,56.882425",5,56.884969,56.882425,60.508259,60.51423,https://overpass.kumi.systems/api/interpreter
767514743,Квартал,56.885626,60.513176,"60.521879,56.884158; 60.518296,56.881596; 60.512749,56.883923; 60.514047,56.884902; 60.511966,56.885770; 60.510539,56.884820; 60.507851,56.885875; 60.506687,56.886690; 60.506183,56.887757; 60.507014,56.889078; 60.508018,56.888870; 60.511773,56.887628; 60.516150,56.886092; 60.514573,56.884808; 60.516247,56.884134; 60.518146,56.885383; 60.521879,56.884158",17,56.889078,56.881596,60.506183,60.521879,https://overpass.kumi.systems/api/interpreter
